source,filename,language,urgency_count,cta_count,credential_count,body_length,subject_length,url_count,has_attachments,spf_pass,dkim_pass,dmarc_pass,label,confidence
synthetic,synthetic_legitimate_2479442786256.eml,it,0,1,0,176,23,0,1,1,1,1,0,0.2254144667569885
synthetic,synthetic_legitimate_2479442872656.eml,it,0,0,0,130,27,0,0,0,0,0,0,0.2278685693755385
synthetic,synthetic_phishing_2479442816720.eml,it,3,1,4,279,61,1,0,0,0,0,1,0.7517593041510127
synthetic,synthetic_legitimate_2479442779728.eml,it,0,0,1,127,22,0,0,0,0,1,0,0.18790291738827375
synthetic,synthetic_phishing_2479442832912.eml,it,2,1,4,157,45,1,1,0,0,0,1,0.7751370815861428
synthetic,synthetic_phishing_2479442828880.eml,it,2,1,2,195,55,1,0,1,0,0,1,0.9096015869847066
synthetic,synthetic_phishing_2479442837776.eml,it,1,1,5,171,44,1,1,0,0,0,1,0.9152507418821099
synthetic,synthetic_phishing_2479442807312.eml,it,1,1,3,160,28,1,0,0,1,0,1,0.7455969659419452
synthetic,synthetic_legitimate_2479442785104.eml,it,0,0,0,174,27,0,0,1,1,0,0,0.10916571647547911
synthetic,synthetic_phishing_2479442843344.eml,it,1,1,4,252,38,1,0,1,0,0,1,0.7386282831035882
synthetic,synthetic_phishing_2479442845840.eml,it,1,1,3,171,54,1,0,1,0,0,1,0.8692372370088569
synthetic,synthetic_legitimate_2479442773584.eml,it,0,1,1,127,23,0,1,1,1,1,0,0.35028426006599156
synthetic,synthetic_legitimate_2479442872464.eml,it,0,0,0,131,36,0,1,1,1,1,0,0.2208981759230749
synthetic,synthetic_phishing_2479442809424.eml,it,4,2,2,216,30,1,1,1,0,0,1,0.7770831396018663
synthetic,synthetic_phishing_2479442832336.eml,it,4,2,4,253,50,1,0,1,0,0,1,0.804982892663388
synthetic,synthetic_legitimate_2479442778192.eml,it,0,0,0,177,30,0,0,1,0,1,0,0.27990944731100464
synthetic,synthetic_legitimate_2479442848912.eml,it,0,0,0,172,31,0,0,1,0,1,0,0.25551482286925126
synthetic,synthetic_phishing_2479442824272.eml,it,2,1,2,222,60,1,1,1,0,0,1,0.7245164097501171
synthetic,synthetic_phishing_2479441116432.eml,it,1,1,4,187,30,1,1,1,1,0,1,0.8035042333842131
synthetic,synthetic_phishing_2479441915936.eml,it,2,1,4,275,55,1,0,0,1,0,1,0.8026465716158808
synthetic,synthetic_phishing_2479442823504.eml,it,1,1,5,145,33,1,0,0,0,0,1,0.8772559873899965
synthetic,synthetic_legitimate_2479442777232.eml,it,0,0,0,131,37,0,0,0,0,1,0,0.28967554171766374
synthetic,synthetic_legitimate_2479442782608.eml,it,0,0,0,172,36,0,0,0,0,1,0,0.16420904491036495
synthetic,synthetic_phishing_2479442819600.eml,it,3,1,2,227,54,1,0,1,0,0,1,0.8226294376815813
synthetic,synthetic_legitimate_2479442850256.eml,it,0,0,0,131,31,0,0,1,0,1,0,0.3932931607959689
synthetic,synthetic_phishing_2479442816912.eml,it,3,1,4,242,34,1,1,1,0,0,1,0.8695428040793084
synthetic,synthetic_legitimate_2479442780112.eml,it,0,0,0,176,31,0,1,0,1,0,0,0.27896528083446825
synthetic,synthetic_phishing_2479442826960.eml,it,3,1,3,209,32,1,0,1,1,0,1,0.7812264708872816
synthetic,synthetic_legitimate_2479442848336.eml,it,0,0,1,127,30,0,1,1,0,0,0,0.14190065858393094
synthetic,synthetic_legitimate_2479442774160.eml,it,0,0,1,127,27,0,0,1,1,0,0,0.28478185046612814
synthetic,synthetic_phishing_2479442839696.eml,it,4,1,1,209,61,1,0,0,1,0,1,0.8058686536704042
synthetic,synthetic_phishing_2479441115280.eml,it,1,1,3,242,38,1,0,1,1,0,1,0.8864994507361572
synthetic,synthetic_phishing_2479442841040.eml,it,4,1,2,215,50,1,0,1,0,0,1,0.8847102761611816
synthetic,synthetic_phishing_2479442829264.eml,it,2,2,4,278,44,1,0,1,1,0,1,0.705646282305922
synthetic,synthetic_legitimate_2479442871888.eml,it,0,1,0,182,23,0,0,1,1,1,0,0.3423235515700691
synthetic,synthetic_phishing_2479442811536.eml,it,2,2,4,263,28,1,0,0,0,0,1,0.7173992869259633
synthetic,synthetic_legitimate_2479442782992.eml,it,0,0,1,127,35,0,0,1,1,1,0,0.3758071911699171
synthetic,synthetic_legitimate_2479442772432.eml,it,0,0,1,175,39,0,0,0,1,1,0,0.1814151835587805
synthetic,synthetic_phishing_2479442845072.eml,it,1,2,4,160,44,1,0,0,0,0,1,0.9084012528475321
synthetic,synthetic_legitimate_2479442874576.eml,it,0,0,0,130,30,0,0,0,1,0,0,0.14798301832269845
synthetic,synthetic_phishing_2479442840080.eml,it,3,1,2,232,61,1,0,1,0,0,1,0.8450643024879313
synthetic,synthetic_phishing_2479441117008.eml,it,1,1,3,189,47,1,0,0,0,0,1,0.8662639843830238
synthetic,synthetic_legitimate_2479442787600.eml,it,0,0,1,127,37,0,1,1,1,1,0,0.21771139791896615
synthetic,synthetic_phishing_2479442808848.eml,it,4,1,2,274,50,1,0,1,0,0,1,0.7752062530036723
synthetic,synthetic_phishing_2479442827152.eml,it,2,1,4,231,47,1,0,0,0,0,1,0.8362397436253347
synthetic,synthetic_phishing_2479442831952.eml,it,1,1,5,157,33,1,1,0,0,0,1,0.8353255098603014
synthetic,synthetic_phishing_2479442834064.eml,it,3,1,1,227,23,1,0,1,0,0,1,0.8778904803635814
synthetic,synthetic_phishing_2479442846416.eml,it,3,2,2,237,50,1,0,0,0,0,1,0.7805187027660538
synthetic,synthetic_phishing_2479442833872.eml,it,1,1,5,165,40,1,1,0,0,0,1,0.8874467927051393
synthetic,synthetic_legitimate_2479442786064.eml,it,0,0,0,176,30,0,1,0,1,0,0,0.3397181336778642
synthetic,synthetic_phishing_2479442821584.eml,it,3,2,5,256,49,1,0,0,0,0,1,0.7961525699328853
synthetic,synthetic_legitimate_2479442780688.eml,it,0,0,1,127,32,0,0,0,1,1,0,0.16867258890385445
synthetic,synthetic_phishing_2479442832528.eml,it,3,1,1,221,36,1,0,0,0,0,1,0.8464719168743463
synthetic,synthetic_phishing_2479442813072.eml,it,1,2,5,166,30,1,0,1,0,0,1,0.8170353119386388
synthetic,synthetic_phishing_2479442805584.eml,it,2,1,4,259,60,1,0,1,0,0,1,0.7353527189871804
synthetic,synthetic_phishing_2479442814992.eml,it,1,1,3,157,23,1,0,1,0,0,1,0.8337676168306793
synthetic,synthetic_phishing_2479442820368.eml,it,3,1,2,193,46,1,1,1,0,0,1,0.8952875604152539
synthetic,synthetic_phishing_2479442810384.eml,it,4,2,1,195,44,1,0,0,0,0,1,0.7929051341210275
synthetic,synthetic_phishing_2479442041840.eml,it,2,2,4,262,71,1,0,0,1,0,1,0.7057154544136418
synthetic,synthetic_phishing_2479442824656.eml,it,2,1,4,239,38,1,0,1,0,0,1,0.8224800727078705
synthetic,synthetic_phishing_2479442820752.eml,it,1,1,5,148,47,1,0,0,0,0,1,0.8361617795071102
synthetic,synthetic_phishing_2479442830800.eml,it,3,1,4,250,59,1,0,0,1,0,1,0.8080975398432965
synthetic,synthetic_legitimate_2479442788176.eml,it,0,0,0,131,27,0,0,1,1,1,0,0.11891545273427868
synthetic,synthetic_phishing_2479442808080.eml,it,3,1,2,208,55,1,0,0,1,0,1,0.8636293809179995
synthetic,synthetic_phishing_2479442834832.eml,it,1,1,4,164,38,1,0,0,1,0,1,0.794341003400642
synthetic,synthetic_phishing_2479442809616.eml,it,3,1,1,212,38,1,0,1,1,0,1,0.891155222744586
synthetic,synthetic_legitimate_2479442873616.eml,it,0,0,0,129,36,0,1,1,1,0,0,0.12532320602969926
synthetic,synthetic_legitimate_2479442873232.eml,it,0,0,0,131,36,0,1,1,1,0,0,0.2488527206578191
synthetic,synthetic_legitimate_2479442847760.eml,it,0,0,1,127,30,0,1,0,1,1,0,0.2257731126935491
synthetic,synthetic_phishing_2479442842192.eml,it,3,2,1,205,26,1,1,0,0,0,1,0.8474886399815652
synthetic,synthetic_legitimate_2479442773200.eml,it,0,0,0,177,31,0,1,1,1,1,0,0.1833271424414235
synthetic,synthetic_legitimate_2479442782800.eml,it,0,1,1,127,23,0,1,1,1,0,0,0.39034278032406955
synthetic,synthetic_legitimate_2479442773968.eml,it,0,0,1,126,30,0,1,1,0,0,0,0.34433471458026943
synthetic,synthetic_legitimate_2479442784528.eml,it,0,1,0,172,23,0,1,1,0,0,0,0.19393629533671586
synthetic,synthetic_legitimate_2479442776464.eml,it,0,0,1,126,30,0,1,1,1,1,0,0.24574221382587974
synthetic,synthetic_phishing_2479442819024.eml,it,4,2,2,220,41,1,0,0,0,0,1,0.9306374534001489
synthetic,synthetic_legitimate_2479442874000.eml,it,0,0,1,126,35,0,1,1,1,1,0,0.17875602635769772
synthetic,synthetic_phishing_2479442807696.eml,it,3,1,1,213,40,1,0,1,0,0,1,0.7841187006182084
synthetic,synthetic_phishing_2479442817872.eml,it,1,1,5,158,38,1,0,0,0,0,1,0.7589505770506014
synthetic,synthetic_legitimate_2479442773776.eml,it,0,0,1,126,21,0,1,1,1,1,0,0.3641740326238738
synthetic,synthetic_phishing_2479442148912.eml,it,5,1,1,219,50,1,0,0,1,0,1,0.8406592653623333
synthetic,synthetic_legitimate_2479442875152.eml,it,0,0,0,132,30,0,1,1,1,1,0,0.27489136550192705
synthetic,synthetic_legitimate_2479442780880.eml,it,0,0,1,127,36,0,0,1,1,0,0,0.16846536446255278
synthetic,synthetic_phishing_2479442816336.eml,it,3,2,2,219,28,1,1,1,0,0,1,0.8122333339925822
synthetic,synthetic_phishing_2479442812304.eml,it,2,1,4,154,56,1,0,1,0,0,1,0.7990644116374878
synthetic,synthetic_legitimate_2479442787984.eml,it,0,0,0,176,30,0,0,1,0,0,0,0.331006263547702
synthetic,synthetic_legitimate_2479442872272.eml,it,0,0,0,132,36,0,1,0,0,0,0,0.25179451199644265
synthetic,synthetic_phishing_2479442834640.eml,it,4,1,1,221,62,1,0,1,0,0,1,0.710132511708159
synthetic,synthetic_phishing_2479442845456.eml,it,1,1,5,169,55,1,0,0,0,0,1,0.9221956293079288
synthetic,synthetic_phishing_2479442823312.eml,it,4,2,1,207,56,1,0,1,1,0,1,0.7607613750003157
synthetic,synthetic_phishing_2479436614864.eml,it,1,2,5,181,68,1,0,1,0,0,1,0.7798965550991723
synthetic,synthetic_legitimate_2479442849872.eml,it,0,0,0,176,32,0,0,0,1,1,0,0.3489001509247024
synthetic,synthetic_phishing_2479442813840.eml,it,3,3,5,259,39,1,0,0,0,0,1,0.8839359617089843
synthetic,synthetic_legitimate_2479442781648.eml,it,0,0,0,131,36,0,1,1,1,0,0,0.37324695767932525
synthetic,synthetic_phishing_2479442840656.eml,it,2,1,5,244,40,1,0,0,0,0,1,0.7434070025126194
synthetic,synthetic_phishing_2479442813648.eml,it,4,1,1,205,67,1,1,0,0,0,1,0.7233389327131386
synthetic,synthetic_phishing_2479442833104.eml,it,2,1,5,236,44,1,1,0,0,0,1,0.7719605750527936
synthetic,synthetic_phishing_2479442815760.eml,it,3,2,1,214,31,1,1,0,0,0,1,0.8259655722404076
synthetic,synthetic_phishing_2479442826768.eml,it,1,1,3,168,58,1,0,1,0,0,1,0.8508454678736089
synthetic,synthetic_phishing_2479442814224.eml,it,1,1,3,193,30,1,1,0,1,0,1,0.77087152552865
synthetic,synthetic_phishing_2479442840464.eml,it,1,1,2,184,22,1,1,0,0,0,1,0.706828878330025
synthetic,synthetic_phishing_2479442824080.eml,it,4,2,3,226,56,1,0,0,0,0,1,0.8937794107637053
synthetic,synthetic_phishing_2479442806352.eml,it,1,2,4,161,36,1,1,1,1,0,1,0.9428300726065332
synthetic,synthetic_phishing_2479442825424.eml,it,4,1,1,221,61,1,0,0,0,0,1,0.9223618391818822
synthetic,synthetic_legitimate_2479442851024.eml,it,0,0,0,130,30,0,1,1,1,1,0,0.3900894709502001
synthetic,synthetic_legitimate_2479442783760.eml,it,0,0,1,172,36,0,1,1,1,1,0,0.17618087309846966
synthetic,synthetic_legitimate_2479442779344.eml,it,0,0,2,127,47,0,0,1,0,0,0,0.13544433543257467
synthetic,synthetic_legitimate_2479442874384.eml,it,0,0,0,131,33,0,0,1,1,1,0,0.3220095178670314
synthetic,synthetic_phishing_2479442827344.eml,it,1,1,4,144,38,1,0,1,0,0,1,0.8999072997391744
synthetic,synthetic_phishing_2479442822352.eml,it,4,2,2,213,38,1,0,0,0,0,1,0.733799102916997
synthetic,synthetic_phishing_2479442811344.eml,it,1,1,5,191,45,1,0,1,0,0,1,0.8399883586431218
synthetic,synthetic_phishing_2479442827536.eml,it,1,1,4,159,56,1,0,1,0,0,1,0.7964497663827032
synthetic,synthetic_legitimate_2479442782032.eml,it,0,0,0,170,21,0,1,1,1,0,0,0.12985532804736177
synthetic,synthetic_phishing_2479442815568.eml,it,5,1,2,238,62,1,1,0,0,0,1,0.7832810063833302
synthetic,synthetic_phishing_2479442830224.eml,it,3,1,1,200,56,1,1,0,0,0,1,0.8686173023624273
synthetic,synthetic_phishing_2479442830608.eml,it,2,1,3,278,67,1,0,1,0,0,1,0.8989641041431107
synthetic,synthetic_phishing_2479442845264.eml,it,1,1,4,163,47,1,0,0,1,0,1,0.7352424619639049
synthetic,synthetic_phishing_2479442812496.eml,it,1,1,3,170,53,1,1,0,0,0,1,0.8776362229168307
synthetic,synthetic_legitimate_2479442871312.eml,it,0,0,1,127,32,0,0,0,1,1,0,0.3942423946574177
synthetic,synthetic_phishing_2479442829456.eml,it,3,1,4,230,34,1,0,0,0,0,1,0.779282421793091
synthetic,synthetic_phishing_2479442821392.eml,it,2,1,1,223,36,1,1,1,1,0,1,0.8084495692194041
synthetic,synthetic_phishing_2479442826576.eml,it,3,1,3,250,30,1,0,0,0,0,1,0.932312404178268
synthetic,synthetic_phishing_2479442815952.eml,it,3,1,1,206,40,1,1,1,1,0,1,0.853107017788284
synthetic,synthetic_phishing_2479442819984.eml,it,4,2,2,209,49,1,0,0,0,0,1,0.8705408716771539
synthetic,synthetic_phishing_2479442815184.eml,it,3,1,2,207,68,1,0,0,0,0,1,0.834792718947076
synthetic,synthetic_phishing_2479442806928.eml,it,1,1,4,169,59,1,0,0,0,0,1,0.9362242659155473
synthetic,synthetic_legitimate_2479442775120.eml,it,0,0,1,127,27,0,1,1,1,1,0,0.35757415977562534
synthetic,synthetic_phishing_2479442819216.eml,it,1,2,5,162,56,1,0,1,1,0,1,0.7104362766788918
synthetic,synthetic_legitimate_2479442777808.eml,it,0,0,0,174,24,0,0,0,0,0,0,0.37827419612981084
synthetic,synthetic_legitimate_2479442784336.eml,it,0,0,1,182,46,0,1,1,1,1,0,0.2899471390366949
synthetic,synthetic_phishing_2479442823888.eml,it,2,1,3,259,22,1,0,1,1,0,1,0.7263886966949663
synthetic,synthetic_legitimate_2479442870928.eml,it,0,0,1,127,36,0,1,1,1,0,0,0.16628481252924787
synthetic,synthetic_legitimate_2479442780496.eml,it,0,0,0,181,31,0,0,1,1,1,0,0.13728761280285387
synthetic,synthetic_phishing_2479442822544.eml,it,3,1,2,211,38,1,0,0,0,0,1,0.8777096830228133
synthetic,synthetic_phishing_2479436475728.eml,it,2,1,4,236,28,1,0,1,0,0,1,0.7790735960262328
synthetic,synthetic_phishing_2479442822736.eml,it,3,1,4,228,30,1,0,1,0,0,1,0.8420500385694585
synthetic,synthetic_phishing_2479442839504.eml,it,1,2,5,159,39,1,0,0,0,0,1,0.8591801718964611
synthetic,synthetic_phishing_2479442843728.eml,it,2,1,3,258,58,1,0,0,0,0,1,0.881611919572566
synthetic,synthetic_legitimate_2479442776272.eml,it,0,0,0,177,36,0,0,1,1,0,0,0.11050816725113051
synthetic,synthetic_phishing_2479442835600.eml,it,3,1,3,233,67,1,0,0,0,0,1,0.9332025185181183
synthetic,synthetic_legitimate_2479442873424.eml,it,0,0,1,127,27,0,1,1,0,1,0,0.35115549625728126
synthetic,synthetic_phishing_2479442818064.eml,it,3,1,4,262,47,1,1,0,1,0,1,0.7170626488137931
synthetic,synthetic_legitimate_2479442774928.eml,it,0,0,1,127,22,0,0,0,1,1,0,0.373027781491321
synthetic,synthetic_phishing_2479442808272.eml,it,1,1,4,168,34,1,0,1,0,0,1,0.9309450221741529
synthetic,synthetic_legitimate_2479442871696.eml,it,0,0,0,176,30,0,0,1,1,0,0,0.39109422156587104
synthetic,synthetic_legitimate_2479442874192.eml,it,0,1,0,176,23,0,1,1,0,1,0,0.3598488745948383
synthetic,synthetic_legitimate_2479442780304.eml,it,0,0,0,175,31,0,1,0,1,1,0,0.23312685331401056
synthetic,synthetic_legitimate_2479442871120.eml,it,0,1,0,131,23,0,0,1,1,1,0,0.24629915195887073
synthetic,synthetic_phishing_2479442835024.eml,it,2,1,3,157,47,1,1,0,1,0,1,0.8787857523131254
synthetic,synthetic_phishing_2479442826000.eml,it,1,1,5,156,65,1,1,0,0,0,1,0.8828530664142152
synthetic,synthetic_phishing_2479442809040.eml,it,4,1,1,205,61,1,0,1,1,0,1,0.7422530937536098
synthetic,synthetic_phishing_2479442838160.eml,it,1,1,4,149,45,1,1,0,0,0,1,0.7425425879207592
synthetic,synthetic_phishing_2479442827728.eml,it,1,1,3,173,67,1,1,0,0,0,1,0.8131601770781053
synthetic,synthetic_legitimate_2479442773392.eml,it,0,0,0,131,36,0,1,1,0,1,0,0.2232210655983576
synthetic,synthetic_legitimate_2479442773008.eml,it,0,0,0,171,27,0,1,0,1,0,0,0.31724789600456504
synthetic,synthetic_legitimate_2479442778384.eml,it,0,1,0,183,23,0,0,0,0,1,0,0.2639473466995602
synthetic,synthetic_phishing_2479442814608.eml,it,3,1,2,207,28,1,0,0,1,0,1,0.7041412327257321
synthetic,synthetic_phishing_2479442543584.eml,it,5,1,2,208,55,1,0,1,0,0,1,0.7543328835121024
synthetic,synthetic_phishing_2479441116048.eml,it,3,2,4,262,56,1,1,1,1,0,1,0.7339326786282061
synthetic,synthetic_legitimate_2479442874768.eml,it,0,0,0,131,30,0,1,1,1,1,0,0.3345572899917115
synthetic,synthetic_phishing_2479442819408.eml,it,1,1,4,174,60,1,0,0,0,0,1,0.8477320994801651
synthetic,synthetic_phishing_2479442810960.eml,it,2,2,3,237,45,1,1,0,0,0,1,0.9072560534071478
synthetic,synthetic_phishing_2479442843152.eml,it,2,1,5,226,55,1,0,0,0,0,1,0.7596977970573887
synthetic,synthetic_legitimate_2479442852944.eml,it,0,0,1,127,27,0,0,1,0,0,0,0.3205303498816235
synthetic,synthetic_legitimate_2479442848144.eml,it,0,0,0,131,36,0,0,1,1,0,0,0.13923478426143016
synthetic,synthetic_phishing_2479442833488.eml,it,3,1,4,207,68,1,1,0,1,0,1,0.8727478638265943
synthetic,synthetic_phishing_2479442838352.eml,it,1,3,5,167,39,1,0,0,1,0,1,0.7261273364487977
synthetic,synthetic_legitimate_2479442870544.eml,it,0,0,0,177,27,0,1,1,1,0,0,0.2905327449831404
synthetic,synthetic_phishing_2479441116816.eml,it,2,1,4,253,59,1,0,0,0,0,1,0.8173014721985163
synthetic,synthetic_phishing_2479442805008.eml,it,2,1,3,263,55,1,0,1,1,0,1,0.8870300898093652
synthetic,synthetic_phishing_2479442844304.eml,it,4,2,2,216,67,1,0,0,0,0,1,0.929584415279074
synthetic,synthetic_phishing_2479442810576.eml,it,4,1,2,236,58,1,0,0,0,0,1,0.9187256098071495
synthetic,synthetic_legitimate_2479442774352.eml,it,0,0,1,127,31,0,0,1,1,0,0,0.3050984407921834
synthetic,synthetic_phishing_2479442805392.eml,it,2,1,5,256,68,1,0,1,1,0,1,0.839585489597284
synthetic,synthetic_phishing_2479442842768.eml,it,3,1,3,273,64,1,1,0,0,0,1,0.9358597804608795
synthetic,synthetic_legitimate_2479442781840.eml,it,0,0,1,127,36,0,0,0,1,0,0,0.15014878760646694
synthetic,synthetic_phishing_2479442835792.eml,it,1,1,4,288,47,1,0,0,0,0,1,0.8790231461075779
synthetic,synthetic_phishing_2479442805776.eml,it,2,1,5,279,55,1,1,0,0,0,1,0.7913038067511737
synthetic,synthetic_phishing_2479442844880.eml,it,1,1,3,283,58,1,0,0,0,0,1,0.7898580723690163
synthetic,synthetic_legitimate_2479442853136.eml,it,0,1,0,176,23,0,0,0,1,0,0,0.36762455818521866
synthetic,synthetic_legitimate_2479442775504.eml,it,0,0,0,131,30,0,0,0,0,0,0,0.2948836165194094
synthetic,synthetic_phishing_2479441116240.eml,it,3,2,4,268,61,1,0,1,0,0,1,0.7939018842287564
synthetic,synthetic_legitimate_2479442847376.eml,it,0,0,0,176,26,0,0,1,1,1,0,0.3484823328043247
synthetic,synthetic_phishing_2479441116624.eml,it,2,1,4,262,55,1,0,1,1,0,1,0.7213598578985647
synthetic,synthetic_legitimate_2479442783952.eml,it,0,1,0,131,23,0,1,1,0,0,0,0.21788507180949518
synthetic,synthetic_phishing_2479442838544.eml,it,4,1,2,205,30,1,0,0,0,0,1,0.7292242085161444
synthetic,synthetic_phishing_2479442846224.eml,it,3,2,6,241,59,1,0,0,1,0,1,0.7420584561711447
synthetic,synthetic_phishing_2479442846032.eml,it,2,2,5,183,50,1,0,1,0,0,1,0.8581432946588836
synthetic,synthetic_legitimate_2479442846800.eml,it,0,0,1,126,21,0,0,1,0,1,0,0.3041599032976216
synthetic,synthetic_legitimate_2479442777040.eml,it,0,0,0,177,31,0,1,1,1,1,0,0.12556545602897135
synthetic,synthetic_phishing_2479442805968.eml,it,2,1,2,249,40,1,0,0,0,0,1,0.9117290493841251
synthetic,synthetic_legitimate_2479442785680.eml,it,0,0,0,183,37,0,1,1,1,1,0,0.11271779000070087
synthetic,synthetic_legitimate_2479442778960.eml,it,0,0,1,127,27,0,0,1,1,1,0,0.31164186139508454
synthetic,synthetic_phishing_2479442823120.eml,it,2,1,3,267,28,1,1,0,0,0,1,0.8886160826052333
synthetic,synthetic_legitimate_2479442871504.eml,it,0,0,0,174,25,0,0,1,1,1,0,0.21279937205086405
synthetic,synthetic_phishing_2479442821968.eml,it,3,1,5,232,62,1,1,0,1,0,1,0.7423510771149255
synthetic,synthetic_legitimate_2479442849488.eml,it,0,0,0,131,22,0,1,1,1,1,0,0.3759098798279201
synthetic,synthetic_legitimate_2479442875344.eml,it,0,0,1,126,31,0,1,1,0,0,0,0.24295230258082026
synthetic,synthetic_phishing_2479442841232.eml,it,3,2,3,207,33,1,0,1,0,0,1,0.9462237901714499
synthetic,synthetic_legitimate_2479442778000.eml,it,0,0,0,171,30,0,0,0,1,1,0,0.3219138280845975
synthetic,synthetic_phishing_2479442826384.eml,it,1,1,4,162,34,1,1,1,0,0,1,0.9393658586732396
synthetic,synthetic_phishing_2479437185104.eml,it,3,1,2,226,57,1,0,0,0,0,1,0.9383570510170902
synthetic,synthetic_phishing_2479442804816.eml,it,4,3,3,218,39,1,0,0,0,0,1,0.8648901202823573
synthetic,synthetic_legitimate_2479442772624.eml,it,0,0,0,177,33,0,1,1,1,0,0,0.3436403298841043
synthetic,synthetic_phishing_2479442835408.eml,it,1,1,4,158,22,1,0,0,1,0,1,0.845734023749317
synthetic,synthetic_phishing_2479442830032.eml,it,3,1,2,227,53,1,0,0,0,0,1,0.7323467350861873
